电视公告,#genre#
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
河北4K,http://106.53.99.30/tv/api.php?id=hebtv4k
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
湖南4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
深圳卫视4K,http://nn.7x9d.cn/深圳最新.php?id=szws4k
深圳电视剧,http://nn.7x9d.cn/深圳最新.php
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,https://migu.188766.xyz/?migutoken=c710d282c030c9c3eb98ae9c6387fdcf&id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%864K&pp=1
湖南卫视4K,http://101.35.240.114:88/live.php?id=湖南卫视4K
浙江卫视4K,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8
浙江卫视4K,https://play-qukan.cztv.com:443/live/1758879019692345.m3u8
浙江卫视4K,http://101.35.240.114:88/live.php?id=浙江卫视4K
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932
四川卫视4K,http://111.221.137.234:44330/tsfile/live/0137_2.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视4K,http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视4k,http://106.53.99.30/tv/api.php?id=dfws4k
北京卫视4k,http://106.53.99.30/tv/bj.php?id=bjws4k
湖南卫视4k,http://106.53.99.30/tv/api.php?id=hnws4k
深圳卫视咪4k,http://go.bkpcp.top/mg/szws
央视频道,#genre#
CCTV-1综合,http://t.061899.xyz/tl/dq.php?id=cctv1
CCTV-2财经,http://t.061899.xyz/tl/dq.php?id=cctv2
CCTV-3综艺,http://t.061899.xyz/tl/dq.php?id=cctv3
CCTV-4中文国际,http://t.061899.xyz/tl/dq.php?id=cctv4
CCTV-4美洲,http://t.061899.xyz/tl/dq.php?id=cctv4m
CCTV-4欧洲,http://t.061899.xyz/tl/dq.php?id=cctv4o
CCTV-5体育,http://t.061899.xyz/tl/dq.php?id=cctv5
CCTV-5+体育赛事,http://t.061899.xyz/tl/dq.php?id=cctv5p
CCTV-6电影,http://t.061899.xyz/tl/dq.php?id=cctv6
CCTV-7国防军事,http://t.061899.xyz/tl/dq.php?id=cctv7
CCTV-8电视剧,http://t.061899.xyz/tl/dq.php?id=cctv8
CCTV-9纪录,http://t.061899.xyz/tl/dq.php?id=cctv9
CCTV-10科教,http://t.061899.xyz/tl/dq.php?id=cctv10
CCTV-11戏曲,http://t.061899.xyz/tl/dq.php?id=cctv11
CCTV-12社会与法,http://t.061899.xyz/tl/dq.php?id=cctv12
CCTV-13新闻,http://t.061899.xyz/tl/dq.php?id=cctv13
CCTV-14少儿,http://t.061899.xyz/tl/dq.php?id=cctv14
CCTV-15音乐,http://t.061899.xyz/tl/dq.php?id=cctv15
CCTV-16奥运,http://t.061899.xyz/tl/dq.php?id=cctv16
CCTV-17农业农村,http://t.061899.xyz/tl/dq.php?id=cctv17
CHC家庭影院,http://t.061899.xyz/tl/dq.php?id=jtyy
CHC动作电影,http://t.061899.xyz/tl/dq.php?id=dzdy
CHC影迷电影,http://t.061899.xyz/tl/dq.php?id=ymdy
CCTV发现之旅,http://t.061899.xyz/tl/dq.php?id=fxzl
CCTV中学生,http://t.061899.xyz/tl/dq.php?id=zxs
CCTV老故事,http://t.061899.xyz/tl/dq.php?id=lgs
CETV 1 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv1
CETV 2 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv2
CETV 4 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv4
浙江卫视,http://t.061899.xyz/tl/dq.php?id=zjws
广东卫视,http://t.061899.xyz/tl/dq.php?id=gdws
江苏卫视,http://t.061899.xyz/tl/dq.php?id=jsws
东方卫视,http://t.061899.xyz/tl/dq.php?id=dfws
陕西卫视,http://t.061899.xyz/tl/dq.php?id=sxws
江西卫视,http://t.061899.xyz/tl/dq.php?id=jxws
湖北卫视,http://t.061899.xyz/tl/dq.php?id=hubws
吉林卫视,http://t.061899.xyz/tl/dq.php?id=jlws
青海卫视,http://t.061899.xyz/tl/dq.php?id=qhws
河南卫视,http://t.061899.xyz/tl/dq.php?id=hnws
东南卫视,http://t.061899.xyz/tl/dq.php?id=dnws
大湾区卫视,http://t.061899.xyz/tl/dq.php?id=dwqws
海南卫视,http://t.061899.xyz/tl/dq.php?id=hinws
湖南卫视,http://t.061899.xyz/tl/dq.php?id=hunws
北京卫视,http://t.061899.xyz/tl/dq.php?id=bjws
重庆卫视,http://t.061899.xyz/tl/dq.php?id=cqws
黑龙江卫视,http://t.061899.xyz/tl/dq.php?id=hljws
吉林卫视,http://t.061899.xyz/tl/dq.php?id=jlws
内蒙古卫视,http://t.061899.xyz/tl/dq.php?id=nmgws
甘肃卫视,http://t.061899.xyz/tl/dq.php?id=gsws
河北卫视,http://t.061899.xyz/tl/dq.php?id=hbws
山西卫视,http://t.061899.xyz/tl/dq.php?id=sxiws
山东卫视,http://t.061899.xyz/tl/dq.php?id=sdws
深圳卫视,http://t.061899.xyz/tl/dq.php?id=szws
云南卫视,http://t.061899.xyz/tl/dq.php?id=ynws
贵州卫视,http://t.061899.xyz/tl/dq.php?id=gzws
四川卫视,http://t.061899.xyz/tl/dq.php?id=scws
新疆卫视,http://t.061899.xyz/tl/dq.php?id=xjws
西藏卫视,http://t.061899.xyz/tl/dq.php?id=xzws
重温经典,http://t.061899.xyz/tl/dq.php?id=cwjd
上海五星体育,http://t.061899.xyz/tl/dq.php?id=wxty
广东影视,http://t.061899.xyz/tl/dq.php?id=gdys
上海新闻综合,http://t.061899.xyz/tl/dq.php?id=shxw
上海东方影视,http://t.061899.xyz/tl/dq.php?id=shys
上海第一财经,http://t.061899.xyz/tl/dq.php?id=dycj
劲爆体育,http://t.061899.xyz/tl/dq.php?id=jbty
魅力足球,http://t.061899.xyz/tl/dq.php?id=mlzq
广东体育,http://t.061899.xyz/tl/dq.php?id=gdty
经典香港电影,http://t.061899.xyz/tl/dq.php?id=xgdy
军事迷必看大片,http://t.061899.xyz/tl/dq.php?id=jsm
新片放映厅,http://t.061899.xyz/tl/dq.php?id=xpdy
红色轮播台,http://t.061899.xyz/tl/dq.php?id=hslb
金色剧场,http://t.061899.xyz/tl/dq.php?id=jsjc
掼蛋精英赛,http://t.061899.xyz/tl/dq.php?id=dds
咪咕24小时体育台,http://t.061899.xyz/tl/dq.php?id=mgty
优漫卡通,http://t.061899.xyz/tl/dq.php?id=jjkt
嘉佳卡通,http://t.061899.xyz/tl/dq.php?id=jjkt
BRTV文艺,http://t.061899.xyz/tl/dq.php?id=bjwy
BRTV纪实科教,http://t.061899.xyz/tl/dq.php?id=bjjs
BRTV影视,http://t.061899.xyz/tl/dq.php?id=bjys
BRTV财经,http://t.061899.xyz/tl/dq.php?id=bjcj
BRTV体育休闲,http://t.061899.xyz/tl/dq.php?id=bjty
BRTV生活,http://t.061899.xyz/tl/dq.php?id=bjsh
BRTV新闻,http://t.061899.xyz/tl/dq.php?id=bjxw
卡酷少儿,http://t.061899.xyz/tl/dq.php?id=bjkk
掼蛋精英赛,http://t.061899.xyz/tl/dq.php?id=dds
高清大片,http://t.061899.xyz/tl/dq.php?id=gqdp
红色轮播台,http://t.061899.xyz/tl/dq.php?id=hslb
经典动画大集合,http://t.061899.xyz/tl/dq.php?id=dhdjh
经典深圳旁边电影,http://t.061899.xyz/tl/dq.php?id=xgdy
军事迷必看大片,http://t.061899.xyz/tl/dq.php?id=jsm
赛事最经典,http://t.061899.xyz/tl/dq.php?id=sszjd
体坛名栏汇,http://t.061899.xyz/tl/dq.php?id=ttmlh
乡村振兴,http://t.061899.xyz/tl/dq.php?id=xczx
幸福中国年,http://t.061899.xyz/tl/dq.php?id=xfzgn
新片放映厅,http://t.061899.xyz/tl/dq.php?id=xpdy
周杰伦现场,http://t.061899.xyz/tl/dq.php?id=zjlxc
最强综艺趴,http://t.061899.xyz/tl/dq.php?id=zqzyp
金色剧场,http://t.061899.xyz/tl/dq.php?id=jsjc
凤凰中文,http://t.061899.xyz/tl/dq.php?id=fhzw
凤凰资讯,http://t.061899.xyz/tl/dq.php?id=fhzx
凤凰香港,http://t.061899.xyz/tl/dq.php?id=fhhk
咪咕频道,#genre#
CCTV-1综合,http://t.061899.xyz/tl/dq.php?id=cctv1
CCTV-2财经,http://t.061899.xyz/tl/dq.php?id=cctv2
CCTV-3综艺,http://t.061899.xyz/tl/dq.php?id=cctv3
CCTV-4中文国际,http://t.061899.xyz/tl/dq.php?id=cctv4
CCTV-4美洲,http://t.061899.xyz/tl/dq.php?id=cctv4m
CCTV-4欧洲,http://t.061899.xyz/tl/dq.php?id=cctv4o
CCTV-5体育,http://t.061899.xyz/tl/dq.php?id=cctv5
CCTV-5+体育赛事,http://t.061899.xyz/tl/dq.php?id=cctv5p
CCTV-6电影,http://t.061899.xyz/tl/dq.php?id=cctv6
CCTV-7国防军事,http://t.061899.xyz/tl/dq.php?id=cctv7
CCTV-8电视剧,http://t.061899.xyz/tl/dq.php?id=cctv8
CCTV-9纪录,http://t.061899.xyz/tl/dq.php?id=cctv9
CCTV-10科教,http://t.061899.xyz/tl/dq.php?id=cctv10
CCTV-11戏曲,http://t.061899.xyz/tl/dq.php?id=cctv11
CCTV-12社会与法,http://t.061899.xyz/tl/dq.php?id=cctv12
CCTV-13新闻,http://t.061899.xyz/tl/dq.php?id=cctv13
CCTV-14少儿,http://t.061899.xyz/tl/dq.php?id=cctv14
CCTV-15音乐,http://t.061899.xyz/tl/dq.php?id=cctv15
CCTV-16奥运,http://t.061899.xyz/tl/dq.php?id=cctv16
CCTV-17农业农村,http://t.061899.xyz/tl/dq.php?id=cctv17
CHC家庭影院,http://t.061899.xyz/tl/dq.php?id=jtyy
CHC动作电影,http://t.061899.xyz/tl/dq.php?id=dzdy
CHC影迷电影,http://t.061899.xyz/tl/dq.php?id=ymdy
CCTV发现之旅,http://t.061899.xyz/tl/dq.php?id=fxzl
CCTV中学生,http://t.061899.xyz/tl/dq.php?id=zxs
CCTV老故事,http://t.061899.xyz/tl/dq.php?id=lgs
CETV 1 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv1
CETV 2 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv2
CETV 4 中国教育,http://t.061899.xyz/tl/dq.php?id=cetv4
浙江卫视,http://t.061899.xyz/tl/dq.php?id=zjws
广东卫视,http://t.061899.xyz/tl/dq.php?id=gdws
江苏卫视,http://t.061899.xyz/tl/dq.php?id=jsws
东方卫视,http://t.061899.xyz/tl/dq.php?id=dfws
陕西卫视,http://t.061899.xyz/tl/dq.php?id=sxws
江西卫视,http://t.061899.xyz/tl/dq.php?id=jxws
湖北卫视,http://t.061899.xyz/tl/dq.php?id=hubws
吉林卫视,http://t.061899.xyz/tl/dq.php?id=jlws
青海卫视,http://t.061899.xyz/tl/dq.php?id=qhws
河南卫视,http://t.061899.xyz/tl/dq.php?id=hnws
东南卫视,http://t.061899.xyz/tl/dq.php?id=dnws
大湾区卫视,http://t.061899.xyz/tl/dq.php?id=dwqws
海南卫视,http://t.061899.xyz/tl/dq.php?id=hinws
湖南卫视,http://t.061899.xyz/tl/dq.php?id=hunws
北京卫视,http://t.061899.xyz/tl/dq.php?id=bjws
重庆卫视,http://t.061899.xyz/tl/dq.php?id=cqws
黑龙江卫视,http://t.061899.xyz/tl/dq.php?id=hljws
吉林卫视,http://t.061899.xyz/tl/dq.php?id=jlws
内蒙古卫视,http://t.061899.xyz/tl/dq.php?id=nmgws
甘肃卫视,http://t.061899.xyz/tl/dq.php?id=gsws
河北卫视,http://t.061899.xyz/tl/dq.php?id=hbws
山西卫视,http://t.061899.xyz/tl/dq.php?id=sxiws
山东卫视,http://t.061899.xyz/tl/dq.php?id=sdws
深圳卫视,http://t.061899.xyz/tl/dq.php?id=szws
云南卫视,http://t.061899.xyz/tl/dq.php?id=ynws
贵州卫视,http://t.061899.xyz/tl/dq.php?id=gzws
四川卫视,http://t.061899.xyz/tl/dq.php?id=scws
新疆卫视,http://t.061899.xyz/tl/dq.php?id=xjws
西藏卫视,http://t.061899.xyz/tl/dq.php?id=xzws
重温经典,http://t.061899.xyz/tl/dq.php?id=cwjd
上海五星体育,http://t.061899.xyz/tl/dq.php?id=wxty
广东影视,http://t.061899.xyz/tl/dq.php?id=gdys
上海新闻综合,http://t.061899.xyz/tl/dq.php?id=shxw
上海东方影视,http://t.061899.xyz/tl/dq.php?id=shys
上海第一财经,http://t.061899.xyz/tl/dq.php?id=dycj
劲爆体育,http://t.061899.xyz/tl/dq.php?id=jbty
魅力足球,http://t.061899.xyz/tl/dq.php?id=mlzq
广东体育,http://t.061899.xyz/tl/dq.php?id=gdty
经典香港电影,http://t.061899.xyz/tl/dq.php?id=xgdy
军事迷必看大片,http://t.061899.xyz/tl/dq.php?id=jsm
新片放映厅,http://t.061899.xyz/tl/dq.php?id=xpdy
红色轮播台,http://t.061899.xyz/tl/dq.php?id=hslb
金色剧场,http://t.061899.xyz/tl/dq.php?id=jsjc
掼蛋精英赛,http://t.061899.xyz/tl/dq.php?id=dds
咪咕24小时体育台,http://t.061899.xyz/tl/dq.php?id=mgty
优漫卡通,http://t.061899.xyz/tl/dq.php?id=jjkt
嘉佳卡通,http://t.061899.xyz/tl/dq.php?id=jjkt
BRTV文艺,http://t.061899.xyz/tl/dq.php?id=bjwy
BRTV纪实科教,http://t.061899.xyz/tl/dq.php?id=bjjs
BRTV影视,http://t.061899.xyz/tl/dq.php?id=bjys
BRTV财经,http://t.061899.xyz/tl/dq.php?id=bjcj
BRTV体育休闲,http://t.061899.xyz/tl/dq.php?id=bjty
BRTV生活,http://t.061899.xyz/tl/dq.php?id=bjsh
BRTV新闻,http://t.061899.xyz/tl/dq.php?id=bjxw
卡酷少儿,http://t.061899.xyz/tl/dq.php?id=bjkk
掼蛋精英赛,http://t.061899.xyz/tl/dq.php?id=dds
高清大片,http://t.061899.xyz/tl/dq.php?id=gqdp
红色轮播台,http://t.061899.xyz/tl/dq.php?id=hslb
经典动画大集合,http://t.061899.xyz/tl/dq.php?id=dhdjh
经典深圳旁边电影,http://t.061899.xyz/tl/dq.php?id=xgdy
军事迷必看大片,http://t.061899.xyz/tl/dq.php?id=jsm
赛事最经典,http://t.061899.xyz/tl/dq.php?id=sszjd
体坛名栏汇,http://t.061899.xyz/tl/dq.php?id=ttmlh
乡村振兴,http://t.061899.xyz/tl/dq.php?id=xczx
幸福中国年,http://t.061899.xyz/tl/dq.php?id=xfzgn
新片放映厅,http://t.061899.xyz/tl/dq.php?id=xpdy
周杰伦现场,http://t.061899.xyz/tl/dq.php?id=zjlxc
最强综艺趴,http://t.061899.xyz/tl/dq.php?id=zqzyp
金色剧场,http://t.061899.xyz/tl/dq.php?id=jsjc
凤凰中文,http://t.061899.xyz/tl/dq.php?id=fhzw
凤凰资讯,http://t.061899.xyz/tl/dq.php?id=fhzx
凤凰香港,http://t.061899.xyz/tl/dq.php?id=fhhk
组播频道,#genre#
CCTV1,http://go.bkpcp.top/mg/cctv1 
CCTV2,http://go.bkpcp.top/mg/cctv2 
CCTV3,http://go.bkpcp.top/mg/cctv3 
CCTV4,http://go.bkpcp.top/mg/cctv4 
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p 
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7 
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10 
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12 
CCTV13,http://go.bkpcp.top/mg/cctv13 
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17 
cct4欧洲,http://go.bkpcp.top/mg/cctv4o
cct4美洲,http://go.bkpcp.top/mg/cctv4m
CGTN-西,http://go.bkpcp.top/mg/cgtne 
CGTN-阿,http://go.bkpcp.top/mg/cgtna 
CGTN-法,http://go.bkpcp.top/mg/cgtnf 
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws 
江苏卫视,http://go.bkpcp.top/mg/jsws 
湖南卫视,http://go.bkpcp.top/mg/hunws 
广东卫视,http://go.bkpcp.top/mg/gdws 
深圳卫视4k,http://go.bkpcp.top/mg/szws 
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws 
湖北卫视,http://go.bkpcp.top/mg/hubws 
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws 
兵团卫视,http://go.bkpcp.top/mg/btws 
黑龙江视,http://go.bkpcp.top/mg/hljws 
内网频道,#genre#
CCTV1,http://m.061899.xyz/mg/cctv1
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV3,http://m.061899.xyz/mg/cctv3
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV5+,http://m.061899.xyz/mg/cctv5p
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17
凤凰中文,http://m.061899.xyz/mg/fhzw
凤凰资讯,http://m.061899.xyz/mg/fhzx
凤凰香港,http://m.061899.xyz/mg/fhhk
北京卫视,http://m.061899.xyz/mg/bjws
东方卫视,http://m.061899.xyz/mg/dfws
浙江卫视,http://m.061899.xyz/mg/zjws
江苏卫视,http://m.061899.xyz/mg/jsws
湖南卫视,http://m.061899.xyz/mg/hunws
广东卫视,http://m.061899.xyz/mg/gdws
深圳卫视,http://m.061899.xyz/mg/szws
天津卫视,http://m.061899.xyz/mg/tjws
安徽卫视,http://m.061899.xyz/mg/ahws
山东卫视,http://m.061899.xyz/mg/sdws
河北卫视,http://m.061899.xyz/mg/hbws
河南卫视,http://m.061899.xyz/mg/hnws
江西卫视,http://m.061899.xyz/mg/jxws
四川卫视,http://m.061899.xyz/mg/scws
重庆卫视,http://m.061899.xyz/mg/cqws
东南卫视,http://m.061899.xyz/mg/dnws
海南卫视,http://m.061899.xyz/mg/hinws
青海卫视,http://m.061899.xyz/mg/qhws
陕西卫视,http://m.061899.xyz/mg/sxws
新疆卫视,http://m.061899.xyz/mg/xjws
西藏卫视,http://m.061899.xyz/mg/xzws
兵团卫视,http://m.061899.xyz/mg/btws
吉林卫视,http://m.061899.xyz/mg/jlws
内蒙古卫视,http://m.061899.xyz/mg/nmgws
黑龙江卫视,http://m.061899.xyz/mg/hljws
港澳台,#genre#
HOY 76,http://pull-vivek.speedws.com/live/aaahoy76.flv
HOY 77,http://pull-vivek.speedws.com/live/aaahoy77.flv
HOY 78,http://pull-vivek.speedws.com/live/aaahoy78.flv
天映频道,http://pull-vivek.speedws.com/live/aaatypd.flv
美亚电影,http://pull-vivek.speedws.com/live/aaamydy.flv
中视,http://74.91.26.218:82/live/ctv.m3u8
中视新闻,http://74.91.26.218:82/live/ctvnews.m3u8
中视经典,http://74.91.26.218:82/live/ctvjd.m3u8
中视菁采,http://74.91.26.218:82/live/ctvjc.m3u8
台视,http://74.91.26.218:82/live/ttv.m3u8
台视新闻,http://74.91.26.218:82/live/ttvnews.m3u8
台视综合,http://74.91.26.218:82/live/ttvzh.m3u8
台视财经,http://74.91.26.218:82/live/ttvcj.m3u8
华视,http://74.91.26.218:82/live/cts.m3u8
华视新闻资讯,http://74.91.26.218:82/live/ctsnews.m3u8
华视教育体育文化,http://74.91.26.218:82/live/ctsjy.m3u8
民视,http://74.91.26.218:82/live/ftv.m3u8
民视新闻台,http://74.91.26.218:82/live/ftvnews.m3u8
民视台湾台,http://74.91.26.218:82/live/ftvtw.m3u8
民视第一台,http://74.91.26.218:82/live/ftvdy.m3u8
公视,http://74.91.26.218:82/live/pts.m3u8
公视台语台,http://74.91.26.218:82/live/ptsty.m3u8
小公视,http://74.91.26.218:82/live/ptsse.m3u8
八度空间,http://cdn6.163189.xyz/163189/8tv
唐人卫视,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
翡翠剧集台,https://6.cdn.loc.cc/163189.php?id=tvbd
八度空间,http://cdn6.163189.xyz/163189/8tv
八度空间,http://smt.1678520.xyz/smt3.2.3.php?id=TV8
唐人卫视1,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
唐人电视2,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
CHU,http://cdn6.163189.xyz/163189/chu
龙华电影,http://cdn8.163189.xyz/163189/lhdy
龙华经典,http://cdn8.163189.xyz/163189/lhjd
龙华卡通,http://cdn8.163189.xyz/163189/lhkt
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
龙华洋片,http://cdn8.163189.xyz/163189/lhyp
